Name,City,Address,Nosach,shacharit_prayer,mincha_prayer,Aravit_prayer,Shacharit_Shabat_prayer,Mincha_Shabat_prayer,Aravit_Shabat_prayer,Access_disabled,women,Bar_mitzvah,Code
 בית המדרש ובית הכנסת חריש, חריש,[],לפי החזן,05:08,18:30,20:00,,,,TRUE,TRUE,FALSE,3
 מצפה אילן, חריש,[],ספרד,06:00,,21:00,08:00,,,FALSE,TRUE,FALSE,3
 חרמש, חרמש, חרמש,אשכנז,,,,08:00,17:47,,FALSE,TRUE,TRUE,7
 אהל מינה, חשמונאים, התאנה 5,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,7
 בית הכנסת הספרדי המרכזי, חשמונאים, בכיכר בכניסה לישוב,ירושלמי,05:40,18:53,19:23,07:30,12:30,,TRUE,TRUE,FALSE,7
 בני תורה, חשמונאים, שבזי,אשכנז,,,,07:45,,,TRUE,TRUE,FALSE,7
 גלנווד, חשמונאים, על כביש הכניסה,אשכנז,05:45,18:54,19:23,06:40,13:15,,TRUE,TRUE,TRUE,7
 הרימון, חשמונאים, הרימון,אחיד,07:00,,21:30,08:30,,,TRUE,TRUE,FALSE,7
 חסדי אברהם, חשמונאים, שבזי,מרוקו,,,,,,,TRUE,TRUE,TRUE,7
 חסדי ה, חשמונאים, המהריץ 3,ירושלמי,07:00,,,,,,FALSE,FALSE,FALSE,7
 יד משה, חשמונאים, בכיכר השנייה שמאלה,ספרד,05:40,,,08:15,12:30,,TRUE,TRUE,FALSE,7
 צמח ישועה, חשמונאים, עצמון,תוניס,06:00,,,,,,TRUE,TRUE,FALSE,7
 קהילת יעקב, חשמונאים, שבזי,תימן,05:40,,,07:00,,,TRUE,TRUE,FALSE,7
 שערי ידידיה, חשמונאים, המור,אחיד,06:15,,20:30,08:30,13:30,,TRUE,TRUE,FALSE,7
 תימני, חשמונאים, ליד הכניסה,תימן בלדי,,,,,,,FALSE,TRUE,FALSE,7
" בית הכנסת הגדול ""תלמוד תורה""", קריית טבעון, התאנה טבעון קרית,מרוקו,05:45,,,,,,TRUE,TRUE,TRUE,3
 היכל משה, קריית טבעון, העליה טבעון קרית,ספרד,,,,,,,FALSE,TRUE,TRUE,3
 יהודה הנשיא, קריית טבעון, מורדכי 120 טבעון קרית,ספרד,09:08,,,,,,FALSE,TRUE,FALSE,3
" ע""ש ניצולי השואה", קריית טבעון, הדולב טבעון קרית,ספרד,,,,,,,TRUE,TRUE,FALSE,3
 אוהל אברהם, טבריה," שכון ב""",תוניס,,,,,,,TRUE,TRUE,TRUE,2
 אוהל יוסף, טבריה, שיכון ג 539,עדות המזרח,05:30,,,,,,FALSE,TRUE,TRUE,2
 אוהל יעקוב ולאה, טבריה, אוהל יעקוב,ספרד,,,,,,,TRUE,TRUE,TRUE,2
 אוהל משה, טבריה, שכונת אחווה,תוניס,06:00,,,07:20,,,FALSE,TRUE,TRUE,2
 אוהל-משה, טבריה, אחווה,תוניס,06:00,19:20,,07:30,17:30,,FALSE,TRUE,TRUE,2
 אור ישראל, טבריה, שכון ג´ 535,עדות המזרח,06:00,,,07:00,12:30,,FALSE,FALSE,FALSE,2
 בית דוד, טבריה, ביאליק,ספרד,,,,08:30,,,TRUE,TRUE,TRUE,2
 בית הכנסת בית מנחם, טבריה,[],,06:30,18:45,19:18,07:30,18:00,,FALSE,TRUE,TRUE,2
 בית הכנסת שלום אדוני, טבריה, אהבת ציון 303,ספרד,,,,,,,TRUE,TRUE,TRUE,2
 בית יעקב, טבריה, ירושלים,עדות המזרח,,,,,,,FALSE,TRUE,TRUE,2
" בית כנסת חב""ד המרכזי", טבריה," רש""י 7",חבד,06:45,18:30,19:25,09:30,18:42,,TRUE,TRUE,TRUE,2
 גור אריה, טבריה, המגינים,ירושלמי,05:00,,,,,,TRUE,TRUE,TRUE,2
 היכל דוד, טבריה, שזר 1112,עדות המזרח,05:45,,,08:00,12:15,,FALSE,TRUE,TRUE,2
 היכל משה מיכאל, טבריה, חזון איש טבריה,עדות המזרח,05:10,18:51,19:21,07:00,13:00,,TRUE,TRUE,TRUE,2
 היכל שלמה, טבריה, קריית משה ב´,ספרד,06:13,,,,,,TRUE,TRUE,TRUE,2
 העתיק, טבריה, הבנים 1,חבד,07:00,17:16,19:20,07:45,,,FALSE,TRUE,TRUE,2
 התשעה, טבריה, גורדון,עדות המזרח,,,,,,,FALSE,TRUE,TRUE,2
 חניכי הישיבות, טבריה, שכון ד,ספרד,07:20,,,07:45,,,TRUE,FALSE,FALSE,2
 יעקב אבוחצרה, טבריה, שכון חסכון,מרוקו,,,,,,,FALSE,FALSE,FALSE,2
 מגן דוד, טבריה, שיכון א,תוניס,06:00,,,,,,FALSE,FALSE,FALSE,2
 מורשת ישראל, טבריה, ורנר,ירושלמי,,,,,,,FALSE,TRUE,TRUE,2
 מלון לאונרדו טבריה, טבריה, גשר הירקון 2,אשכנז,,,,,,,FALSE,TRUE,TRUE,2
 משה מיכאל-עקרא, טבריה, השלום,עדות המזרח,05:10,19:15,19:30,07:00,,,FALSE,FALSE,FALSE,2
" משכן יעקב ע""ש צבי מימון", טבריה, שלמה המלך 1,ספרד,,,,,,,TRUE,TRUE,TRUE,2
 משכן ניסים, טבריה, מסדה 28,עדות המזרח,05:25,16:45,19:20,05:25,12:15,,FALSE,TRUE,TRUE,2
 משכן שילה, טבריה, שכון ב´,מרוקו,06:10,,,,,,TRUE,TRUE,TRUE,2
 משכן שלום, טבריה, טולאדינו 81,תימן שאמי,07:00,,,07:00,,,TRUE,TRUE,FALSE,2
 נהדר בקודש, טבריה, ת.ד 818,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,2
 נזר ברוך, טבריה, אחוזת בית 12,מרוקו,06:00,,,07:30,,,FALSE,FALSE,FALSE,2
" נחלת יעקב ע""ש ר´ יעקב אליאסף זצ""ל", טבריה, יהודה הנשיא פינת ביאליק,עדות המזרח,06:00,,,08:00,18:10,,TRUE,TRUE,TRUE,2
 עץ חיים אבולעפיא, טבריה," יגאל אלון,טיילת טבריה טבריה",מרוקו,,,,07:15,17:45,,TRUE,TRUE,TRUE,2
 פורת יוסף, טבריה, גולדה מאיר,עדות המזרח,06:30,,,07:30,,,TRUE,TRUE,TRUE,2
 צאנז, טבריה," שז""ר \ שפע חיים",ספרד,,13:00,,,,,FALSE,FALSE,FALSE,2
 רודפי שלום, טבריה, שכון ב,מרוקו,,,,,,,FALSE,TRUE,TRUE,2
 שובע שמחות, טבריה, מיכאל 7,עדות המזרח,07:00,,,,,,TRUE,TRUE,TRUE,2
 שער אשר, תל אביב -יפו, קיבוץ גלויות 118 תל,עדות המזרח,,13:00,19:21,,,,FALSE,TRUE,FALSE,5
 תפארת צבי, טבריה, הר השקדים (הדייגים),תוניס,,,,07:00,15:00,,FALSE,TRUE,FALSE,2
 אם הבנים, טירת כרמל," הפלמ""ח טירת",ספרד,,,,,,,FALSE,FALSE,FALSE,3
 בית תנחום, טירת כרמל, טירת,עדות המזרח,05:38,18:01,19:00,07:30,,,TRUE,TRUE,TRUE,3
 גואטה- הכולל, טירת כרמל," רמב""ם 18 טירת",עדות המזרח,,,,07:30,,,FALSE,TRUE,TRUE,3
 הצעירים, טירת כרמל, טירת,לפי החזן,,,,08:00,,,FALSE,TRUE,TRUE,3
" הרב יוסף חיים""", טירת כרמל, דקר טירת,ספרד,,18:35,,07:00,,,FALSE,TRUE,TRUE,3
" הרמב""ם", טירת כרמל, הרב ויינריב טירת,מרוקו,06:30,,,07:30,,,FALSE,TRUE,TRUE,3
 חבד, טירת כרמל, אליאס 18 טירת,חבד,08:15,,,09:30,,,FALSE,TRUE,TRUE,3
 יד אליהו ומרדכי, טירת כרמל, האלה טירת,עדות המזרח,,,,08:00,18:16,,TRUE,TRUE,TRUE,3
 ישורון, טירת כרמל, ביאליק טירת,עדות המזרח,07:00,,,,,,TRUE,TRUE,TRUE,3
 ישיבת שאגת אריה, טירת כרמל, הרב זרביב פינת החצב טירת,ספרד,06:20,19:20,19:01,07:30,13:30,,FALSE,TRUE,TRUE,3
 מנחה בלבד בבניין האדום של ג'נרל אלקטריק, טירת כרמל, יוזמה 1 בבניין האדום של ג'נרל אלקטריק טירת,לפי החזן,,14:40,,,,,FALSE,FALSE,FALSE,3
" מניין עובדים- במשרד ""א.ב אדריכלים""", טירת כרמל," האתגר 3, בבניין של MEDATEC בקומה 1 טירת",לפי החזן,,14:00,,,,,FALSE,FALSE,FALSE,3
 מעיין חיים, טירת כרמל, ז´בוטינסקי 2 טירת,ירושלמי,07:15,18:41,19:11,07:30,,,FALSE,FALSE,FALSE,3
 משכן אלירן, טירת כרמל, ירושלים 1 טירת,מרוקו,07:20,,,,,,FALSE,TRUE,TRUE,3
" ע""ש חכם ברזני", טירת כרמל, הרב קוק 1 טירת,ספרד,,,,,,,FALSE,TRUE,FALSE,3
 רבי חי טייב, טירת כרמל," רמב""ם טירת",תוניס,06:45,18:51,19:11,,,,TRUE,TRUE,TRUE,3
 שיר למעלות, טירת כרמל, הרב זרביב 23 טירת,ספרד,05:40,,,,,,TRUE,TRUE,TRUE,3
 שמן למאור, טירת כרמל, הרב ויינריב 31 טירת,ספרד,05:30,18:41,19:26,08:00,18:28,,FALSE,TRUE,TRUE,3
 אחים ורעים, טירת יהודה, במושב טירת,תימן שאמי,,,,,,,TRUE,TRUE,FALSE,4
 היכל יוסף, טירת יהודה, טירת יהודה טירת,ספרד,06:00,,,,,,TRUE,FALSE,FALSE,4
 המרכזי, טירת יהודה, טירת,ספרד,06:00,,,08:00,18:42,,FALSE,TRUE,FALSE,4
 יוצאי לוב, טירת יהודה, טירת,יוצאי לוב,,,,,,,TRUE,TRUE,TRUE,4
 אין שם, טירת צבי, טירת,אשכנז,05:45,,,,,,FALSE,TRUE,FALSE,2
 טל-אל, טל אל, טל,אחיד,05:50,,20:00,08:00,17:14,,TRUE,TRUE,TRUE,2
 זית רענן, טלמון, זית רענן,לפי החזן,,,,,,,FALSE,TRUE,FALSE,7
 חרשה, טלמון, חרשה,לפי החזן,06:00,,,,,,FALSE,TRUE,FALSE,7
 טלמון - מרכזי, טלמון, טלמון,לפי החזן,05:30,,20:00,,,,TRUE,TRUE,FALSE,7
 טלמון - ספרדי, טלמון, טלמון,עדות המזרח,,,,07:30,,,FALSE,TRUE,FALSE,7
 טלמון - תימני, טלמון, טלמון,תימן בלדי,,,,07:30,,,FALSE,TRUE,FALSE,7
 נווה טלמון, טלמון,[],לפי החזן,06:30,,21:00,08:00,12:45,,TRUE,TRUE,TRUE,7
 נריה המייסדים, טלמון,[],לפי החזן,07:10,,,,,,FALSE,TRUE,FALSE,7
 נריה מרכזי, טלמון, יישוב נריה,לפי החזן,05:07,,,,,,TRUE,TRUE,FALSE,7
 בן איש חי, טנא, רכסים,,05:55,,20:00,08:00,,,FALSE,FALSE,FALSE,7
 דרומי, טנא, הגיא,לפי החזן,,,21:30,07:30,,,TRUE,TRUE,FALSE,7
 מושב טפחות, טפחות,[],ספרד,05:45,19:30,19:21,07:45,18:30,,TRUE,TRUE,TRUE,2
 אוהל אברהם, יבנה, התבור 2,עדות המזרח,05:45,18:32,19:22,07:30,15:00,,TRUE,TRUE,TRUE,4
 אוהל אברהם ומשכן שמעון, יבנה, התבור 2,עדות המזרח,,18:00,20:00,,,,FALSE,TRUE,TRUE,4
 אוהל ישראל, יבנה, הראשונים,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,4
 אוהל משה, יבנה,[],ספרד,05:00,,,,,,FALSE,FALSE,FALSE,4
 אור ודרך, יבנה, שבזי,עדות המזרח,06:05,13:15,19:27,07:30,,,FALSE,FALSE,FALSE,4
 אור ציון ובית שמשון, יבנה, סביון 2,ירושלמי,05:15,,21:30,07:30,15:00,,FALSE,TRUE,FALSE,4
 אליהו הנביא, יבנה, הדקל,מרוקו,,,,07:30,,,TRUE,TRUE,FALSE,4
 באבא סאלי, יבנה, החרוב 17,ספרד,,,,,,,FALSE,FALSE,FALSE,4
 בוכריס, יבנה, שבזי,תוניס,05:00,13:30,19:45,,,,TRUE,TRUE,FALSE,4
 בית אל, יבנה, הדרור,עדות המזרח,05:30,,,,,,FALSE,TRUE,TRUE,4
 בן איש חי, יבנה, הראשונים,עדות המזרח,05:45,17:00,17:45,,,,TRUE,TRUE,TRUE,4
 ברכת יצחק, יבנה, לילך,עדות המזרח,,,19:45,,,,FALSE,FALSE,FALSE,4
 דוד המלך, יבנה, הגלבוע 19,מרוקו,05:00,16:00,17:00,07:30,15:30,,TRUE,TRUE,TRUE,4
 היכל שלמה, יבנה, שד´ ירושלים,עדות המזרח,06:00,18:51,,08:00,,,TRUE,TRUE,TRUE,4
 הרב סעדיה, יבנה, השחף,עדות המזרח,,,19:30,,,,FALSE,FALSE,FALSE,4
" חב""ד יבנה ", יבנה, הזמיר 1,ספרד,06:00,19:02,19:27,08:30,-2:-1,,TRUE,TRUE,TRUE,4
 חבקוק הנביא, יבנה, הדקל 6,ספרד,,,,,,,TRUE,TRUE,TRUE,4
 חדוות אל, יבנה, נווה אילן,תימן בלדי,,,,,,,TRUE,TRUE,TRUE,4
 חיבת ציון, יבנה, חבצלת,תימן בלדי,,,,,,,TRUE,TRUE,FALSE,4
 ישיבת תמימי מנחם, יבנה, האלון פינת האורן,חבד,09:06,,,,,,FALSE,TRUE,FALSE,4
 מגדל עוז, יבנה, האלון 40,תימן,,,,,,,FALSE,FALSE,FALSE,4
 מגן שלמה - לעולי הודו, יבנה, הערבה,עדות המזרח,,,,07:15,,,TRUE,TRUE,TRUE,4
 מטה משה, יבנה, דואני,מרוקו,05:45,,,,,,FALSE,FALSE,FALSE,4
 נחל ליאור (כולל), יבנה, בוכריס,עדות המזרח,,,20:10,,,,FALSE,FALSE,FALSE,4
 נצח ישראל, יבנה, החבצלת 23,תימן בלדי,05:00,,,,,,FALSE,TRUE,FALSE,4
" ע""ש הרב יוסף בוכריס", יבנה, בוכריס 6,עדות המזרח,05:00,,19:07,07:30,,,TRUE,TRUE,TRUE,4
" ע""ש יחזקאל הנביא", יבנה, הראשונים,עדות המזרח,05:55,,,07:30,,,TRUE,TRUE,TRUE,4
 עזרא הסופר, יבנה, האמוראים,עדות המזרח,,,18:00,,,,FALSE,TRUE,FALSE,4
 עזרא הסופר, יבנה," גיבורי החיל ליד קופ""ח מכבי",עדות המזרח,05:00,18:47,19:07,07:30,13:15,,TRUE,TRUE,TRUE,4
 עטרת זקנים, יבנה, שבזי,תימן,05:30,,,,,,FALSE,FALSE,FALSE,4
 קדושי ישראל, יבנה, הדרור 22,ספרד,05:48,17:00,17:32,08:00,17:32,,TRUE,TRUE,TRUE,4
 ר´ דוד בן-ברוך, יבנה, הדקל,מרוקו,07:00,18:32,19:17,07:30,18:00,,FALSE,TRUE,TRUE,4
 רבי מכלוף הלוי, יבנה, הנשיאים 3,מרוקו,,,,,,,TRUE,TRUE,FALSE,4
" רשב""י", יבנה, הערבה,עדות המזרח,,,,07:30,,,FALSE,FALSE,FALSE,4
 שבת אחים, יבנה, הצבעוני,מרוקו,06:00,18:42,19:22,,,,FALSE,FALSE,FALSE,4
 שמחה ורחמים, יבנה, הנגב,מרוקו,05:45,,,,,,TRUE,TRUE,FALSE,4
 תיכון תורני מדעי, יבנה, החבלבל,עדות המזרח,07:30,,,,,,FALSE,FALSE,TRUE,4
 בית הכנסת בקבוץ יבנה, קבוצת יבנה, יבנה,אשכנז,05:45,,,,,,FALSE,FALSE,FALSE,4
" ""היכל הקודש"" חסידי ברסלב", יבנאל, רבי נחמן מברסלב 1,אחיד,07:00,12:30,18:20,07:00,,,TRUE,TRUE,FALSE,2
 היכל הקודש, יבנאל,[],עדות המזרח,07:00,,,,,,FALSE,TRUE,FALSE,2
 משאת בנימין, יבנאל, ראשי,אשכנז,,,,,,,FALSE,TRUE,TRUE,2
 שבת - אחים, יבנאל, משמר השלושה,מרוקו,05:20,,,07:30,,,FALSE,FALSE,FALSE,2
 בושאייף, יגל, מושב זיתן,יוצאי לוב,05:30,18:30,,,,,TRUE,TRUE,FALSE,4
 יגל יעקב, יגל, חוני המעגל,מרוקו,06:00,,,,,,FALSE,TRUE,TRUE,4
 בית הכנסת המרכזי, יד בנימין, צופית 5 יד,ספרד,06:00,18:41,19:21,08:15,,,TRUE,TRUE,FALSE,4
 גני טל, יד בנימין, יד,ספרד,06:15,18:42,19:28,08:00,18:33,,FALSE,FALSE,FALSE,4
 חדש- אשכנזי, יד בנימין, יד,ספרד,06:00,18:42,,,,,TRUE,TRUE,FALSE,4
 מרכזי אשכנזי, יד בנימין, יד,ספרד,06:00,19:30,20:10,08:30,,,TRUE,TRUE,FALSE,4
 פעמוני זהב , יד בנימין, רחוב האשל 18מתחם דור-אלון יד,לפי החזן,05:50,13:00,,,12:30,,FALSE,FALSE,FALSE,4
 קהילתי, יד בנימין, יד בנימין יד,ספרד,,,,,,,TRUE,TRUE,FALSE,4
 שירת קטיף, יד בנימין, שחף 91 יד,עדות המזרח,05:50,,22:15,08:00,,,TRUE,TRUE,TRUE,4
 שערי ציון, יד בנימין, הנחלים יד,תימן,,,,,,,TRUE,TRUE,FALSE,4
" ""היכל אלעזר""", יהוד, יהודה לוי 46,ספרד,05:50,18:43,,07:25,13:00,,TRUE,TRUE,TRUE,4
 אוהל חנה, יהוד, המעפילים (סוף השביל) קרוב ליהודה הלוי,ספרד,06:05,,,08:00,,,TRUE,TRUE,FALSE,4
 אור אבנר, קריית גת, עין עקרבים 6 קרית,עדות המזרח,07:00,18:43,19:21,07:30,17:31,,FALSE,TRUE,TRUE,6
 אור לשבים, יהוד, ויצמן 83,ספרד,,13:15,22:00,,,,TRUE,TRUE,TRUE,4
 אחדות ישי, יהוד, יצחק שדה,תימן שאמי,06:00,,,07:00,,,FALSE,FALSE,FALSE,4
 ביאליסטוק, יהוד,[],אשכנז,06:00,,20:30,08:15,18:43,,TRUE,TRUE,TRUE,4
 בית אל, יהוד, הרצל 23,ספרד,,,,,,,FALSE,FALSE,FALSE,4
 בית הכנסת מאיר, יהוד, בן צבי ישי 1,תימן,,,,,,,FALSE,FALSE,FALSE,4
 בית הכנסת של כולם, יהוד, דרך החורש 4,חבד,,,,08:30,18:00,,FALSE,TRUE,TRUE,4
 בית יוסף, יהוד, בייקובסקי,מרוקו,06:30,,,,,,TRUE,TRUE,TRUE,4
 בית ישראל, יהוד, צבי ישי פינת ביקובצקי,ספרד,06:15,,,,,,FALSE,TRUE,TRUE,4
 בית מאיר, יהוד," ביל""ו",עדות המזרח,05:30,18:42,19:26,07:30,12:45,,TRUE,TRUE,TRUE,4
 הראל, יהוד, נורדאו 9,תימן,05:50,,,,,,TRUE,TRUE,FALSE,4
 וינס, יהוד, וינס 1,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,4
 ישורון, יהוד, קדושי מצרים 17,תימן,05:15,,,,,,FALSE,FALSE,FALSE,4
 מגן דוד, יהוד, קדושי מצרים,ספרד,05:30,,,,,,FALSE,TRUE,TRUE,4
 עולי בוכרה, יהוד, בן צבי 1,עדות המזרח,,,,,,,FALSE,TRUE,TRUE,4
 עץ חיים, יהוד, צבי ישי,ספרד,05:30,,,,,,FALSE,TRUE,TRUE,4
 שארית הפליטה, יהוד,[],חבד,07:30,,,08:30,,,FALSE,TRUE,FALSE,4
 שבזי, יהוד, חתוכה סעדיה,תימן,,,,,,,FALSE,TRUE,FALSE,4
 שבת אחים, יהוד," שפירא פינת רמב""ם",תימן בלדי,05:30,18:51,,07:00,,,FALSE,TRUE,TRUE,4
 שערי אלקנה-יהדות הודו, יהוד, בן צבי,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,4
 יובלים, יובלים, מרכז הישוב,אשכנז,,,,,,,TRUE,FALSE,TRUE,2
 היכל יצחק, יונתן,[],לפי החזן,05:45,16:45,19:00,,,,TRUE,TRUE,TRUE,2
 מבואות יריחו, נווה אטיב, הרב כהנא 18,לפי החזן,06:10,18:50,20:30,08:00,13:30,,TRUE,TRUE,FALSE,2
 אחים ורעים, יכיני, ליד המקווה,תימן,,,,,,,FALSE,TRUE,FALSE,6
 סגולה, יכיני, לייד המכולת,תימן,,,,,,,FALSE,FALSE,FALSE,6
 של זכריה רצון, יכיני,70,תימן,,,,,,,TRUE,FALSE,FALSE,6
 היכל שלום, ינון,[],תימן בלדי,,,,,,,TRUE,TRUE,FALSE,6
 ישורון, ינון,[],תימן,05:30,,,,,,TRUE,TRUE,FALSE,6
 תפארת יוסף, ינון, מושב ינון,תימן שאמי,,,,,,,FALSE,FALSE,FALSE,6
 משיח גן ישראל , יסוד המעלה, הוורדים 2 יסוד,חבד,,,,10:00,18:41,,FALSE,TRUE,TRUE,2
 (אהבה ואחוה (חזון נחום, תל אביב -יפו, מגן אברהם 12,עדות המזרח,06:00,16:00,,,,,FALSE,TRUE,FALSE,5
 אוהל אברהם, תל אביב -יפו, רוסלאן 30,מרוקו,,,,,,,FALSE,TRUE,FALSE,5
 אוהל אברהם שמואל, תל אביב -יפו, אייזיק חריף 23,עדות המזרח,05:15,,,,,,TRUE,TRUE,TRUE,5
 בית אל, תל אביב -יפו, בת עין 2,תימן בלדי,,,,,,,FALSE,TRUE,FALSE,5
 בית הכנסת המרכזי זכרון קדושים, תל אביב -יפו, יפת 254,ספרד,,,,08:00,,,FALSE,TRUE,TRUE,5
 בית הכנסת העתיק ביפו העתיקה, תל אביב -יפו, דגים 2,יוצאי לוב,,,,08:30,,,TRUE,TRUE,TRUE,5
 בית ישראל, תל אביב -יפו, הבעל שם טוב 4,אשכנז,,,,,,,FALSE,TRUE,TRUE,5
 זכרון משה, תל אביב -יפו, מיכאל אנג´לו 31,מרוקו,,,,08:00,,,FALSE,TRUE,FALSE,5
" ישיבת ""מה יפו פעמייך""", תל אביב -יפו, טולוז 16,אחיד,07:00,15:15,19:30,07:30,,,FALSE,TRUE,TRUE,5
 עולי לוב, תל אביב -יפו, חיננית 1,עדות המזרח,06:30,18:52,19:12,07:30,,,TRUE,TRUE,TRUE,5
 תפארת יעקב, בית שמש, נריה הנביא 2 בית,אשכנז,06:15,13:15,21:00,08:30,18:42,,TRUE,TRUE,FALSE,1
 מרכזי מושב יפית, יפית, מושב יפית,עדות המזרח,,,,08:30,17:59,,TRUE,TRUE,TRUE,7
 בית הכנסת המרכזי, יצהר,[],לפי החזן,06:15,12:50,17:50,08:00,16:30,,TRUE,TRUE,FALSE,7
" ת""ת בן פורת יוסף", יצהר,[],לפי החזן,,13:15,,,,,FALSE,FALSE,FALSE,7
 אוהל יעקב, יציץ, התאנה 5,יוצאי לוב,05:30,,,,,,FALSE,TRUE,TRUE,4
 אור שלום, יציץ, זית,יוצאי לוב,,,,,,,FALSE,FALSE,FALSE,4
 אור השחר, יקיר, יקיר,תימן,,,,,,,FALSE,FALSE,FALSE,7
 יקיר, יקיר,[],אשכנז,06:30,,20:00,08:00,13:15,,TRUE,TRUE,FALSE,7
 ישראל חי, יקיר,[],עדות המזרח,05:45,16:05,16:50,07:45,16:00,,TRUE,TRUE,FALSE,7
 מרכזי, יקיר, נחל צין,,06:30,,,,,,TRUE,TRUE,FALSE,7
 אור הגאולה, יקנעם, חרמון פינת שורק,חבד,,,,08:30,18:45,,FALSE,TRUE,TRUE,2
 אור מנחם, יקנעם, אלונים,חבד,,,,,15:15,,TRUE,TRUE,TRUE,2
 אחוות אחים, יקנעם, המיצר 1,עדות המזרח,05:30,,,,,,TRUE,TRUE,TRUE,2
 יקנעם מושבה, יקנעם,[],אשכנז,06:00,,,,,,TRUE,TRUE,TRUE,2
 אור אלעזר, יקנעם עילית, התבור יקנעם,מרוקו,,,,07:30,,,TRUE,TRUE,TRUE,2
 אור מנחם, יקנעם עילית, אלונים יקנעם,חבד,08:30,18:43,19:13,09:00,,,TRUE,TRUE,TRUE,2
 אחדות, יקנעם עילית, התבור יקנעם,ספרד,,,,,,,TRUE,TRUE,TRUE,2
 אחוות אחים, יקנעם עילית, המיצר 1 יקנעם,ירושלמי,05:30,,,07:30,,,TRUE,TRUE,TRUE,2
 היכל ישראל, יקנעם עילית, הירדן יקנעם,ירושלמי,05:30,,,07:30,,,FALSE,TRUE,TRUE,2
 הכללי, יקנעם עילית, השיטה/ליד המרכז החדש יקנעם,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,2
 יחד אבות ובנים, יקנעם עילית, מירון יקנעם,ספרד,,,,,,,FALSE,FALSE,FALSE,2
 יחד שבטי ישראל, יקנעם עילית, אכזיב 17 יקנעם,מרוקו,,,,,,,FALSE,TRUE,TRUE,2
 מורשת אבות, יקנעם עילית, הצאלים 74 יקנעם,תימן בלדי,05:30,,20:00,07:00,,,TRUE,TRUE,TRUE,2
 מנין צעירים, יקנעם עילית, אורנים יקנעם,אחיד,,,,08:00,,,FALSE,TRUE,TRUE,2
 נחלי חיים, יקנעם עילית, חרצית-ליד המרכז הישן יקנעם,אשכנז,,,,08:30,,,TRUE,TRUE,TRUE,2
